"Channel Title","Channel URL","Channel ID",Position,"Video Title","Video URL","Video ID","Publish Date",Duration,Views,Description,"Thumbnail URL","Availability Status"
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,38,"Kasane Teto – Get Hit Below (Official Video)",https://www.youtube.com/watch?v=ciWH5ykUfW8,ciWH5ykUfW8,2025-11-29T16:01:04Z,00:10,558,"Just dropped on the channel! Watch now!",https://i.ytimg.com/vi/ciWH5ykUfW8/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,39,"Get Hit Below — Kasane Teto (Synthesizer V) | geztålt × Ilya Minin (Eli)",https://www.youtube.com/watch?v=i-LO9ksv9MQ,i-LO9ksv9MQ,2025-11-29T16:00:06Z,02:31,221,"Get Hit Below is an experimental electronic music video by geztålt, featuring Kasane Teto in Synthesizer V.

A surreal, cut-up audiovisual piece about the strange equality of being alive: regardless of who you are, where you come from, or what you carry, life eventually finds a way to hit back.

Everyone gets hit below.

The song moves through absurdity, repetition and blunt social observations, turning the phrase into a strange mantra about fate, vulnerability and the uneven ways people experience the world.

The visuals follow the same logic — fragmented, rhythmic and deliberately unstable, somewhere between digital collage, experimental animation and audiovisual performance.

Credits
Music: geztålt
Vocal: Kasane Teto (Synthesizer V)
SV Vocal Programming: DYNAKYRIS
MV: Ilya Minin (Eli)

Additional Thanks
Texturelabs
Ransomiser

Part of the ELI LAB digital art archive.

#KasaneTeto #SynthesizerV #ExperimentalMusic #geztålt #IlyaMinin",https://i.ytimg.com/vi/i-LO9ksv9MQ/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,40,"Kasane Teto – Get Hit Below (Official Video)",https://www.youtube.com/watch?v=eiIVpQq32Ss,eiIVpQq32Ss,2025-11-29T15:50:00Z,00:10,216,"It’s finally here! Watch the new music video on the channel.",https://i.ytimg.com/vi/eiIVpQq32Ss/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,41,"Kasane Teto – Get Hit Below (Official Video)",https://www.youtube.com/watch?v=OJduFSbaFiw,OJduFSbaFiw,2025-11-29T15:45:02Z,00:10,335,"New video uploaded! Watch it on the channel",https://i.ytimg.com/vi/OJduFSbaFiw/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,42,"Kasane Teto – Get Hit Below (Official Video)",https://www.youtube.com/watch?v=NfqOfeketFA,NfqOfeketFA,2025-11-29T15:30:13Z,00:08,611,"New video uploaded! Watch it on the channel!",https://i.ytimg.com/vi/NfqOfeketFA/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,43,"Kasane Teto – Teto? / Ilya Minin (Eli)",https://www.youtube.com/watch?v=dMIQJYp796A,dMIQJYp796A,2025-10-31T18:00:06Z,01:48,148,"MV - Ilya Minin (Eli)
Music: geztålt

Thanks to:
Texturelabs
Ransomiser

Connect with me for more insights and exclusive content

0:00 Introduction 
0:30 Main Theme
1:00 Visual Climax 
1:30 Outro

#digitalart #experimentalanimation #mv #eli_lab #kasaneteto #audiovisualart #cutup #avantgarde",https://i.ytimg.com/vi/dMIQJYp796A/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,44,"Kasane Teto – Teto? (Official Video)",https://www.youtube.com/watch?v=DAN_fcyEF2E,DAN_fcyEF2E,2025-10-31T16:47:45Z,00:12,45,"New video uploaded! Watch it on the channel!",https://i.ytimg.com/vi/DAN_fcyEF2E/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,45,"Kasane Teto – Teto? (Official Video)",https://www.youtube.com/watch?v=oEGjDnbaNYk,oEGjDnbaNYk,2025-10-31T16:45:58Z,00:12,294,"New video uploaded! Watch it on the channel!",https://i.ytimg.com/vi/oEGjDnbaNYk/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,46,"Kasane Teto – Get Hit Below (Official Video)",https://www.youtube.com/watch?v=rXnb3Y-orC8,rXnb3Y-orC8,2025-09-26T17:30:06Z,02:31,"1,141","MV - Ilya Minin (Eli)
Music: geztålt

(Verse 1) 
Life won’t ask who you are
What you carry, near or far.
The sun is shining bright -
It doesn't care who’s right.

(Verse 2)  
Whether you’re a boy or girl,
Whether you’re a boy or girl -

You get hit in the back
That’s how life works, 
that’s a fact
You get a slap or sting,
That’s how life 
makes you Swing.
Rich or poor - it’s the same
At home or out in the rain.

(Chorus)  
Everyone gets hit below
Everyone gets hit below
Who laughs will cry too
Truth comes in the night to you
Everyone gets a hit
Everyone gets a hit.

(Verse 3)  
You draw your way with hope,
But not all can only cope.
Heart knows more, you see
That’s strange justice be.

(Bridge)
There’s enough for everyone
There’s enough for all, 
not done.
You may be king or work-all-day
But fate will find you anyway.

(Chorus)  
Everyone gets hit below
Everyone gets hit below
Who laughs will cry too,
Truth comes in the night to you.
Everyone gets a hit
Everyone gets a hit

Thanks to:
Texturelabs 
Ransomiser

#digitalart #experimentalanimation #mv #eli_lab #kasaneteto #audiovisualart #cutup #avantgarde",https://i.ytimg.com/vi/rXnb3Y-orC8/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,47,"Kasane Teto - Fukkireta | geztålt – 吹っ切れた | Karaoke Version",https://www.youtube.com/watch?v=cK57_pyetCY,cK57_pyetCY,2025-08-10T23:24:06Z,04:11,125,"Karaoke version of this clip: https://www.youtube.com/watch?v=yrhaxUmj_3A
Original Song: Ochame Kinou ( by Gojimaji P)

#officialmusicvideo #kasaneteto #japanese
🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥

Follow Eli:
Instagram: @magnetic_demon 
Telegram: @ilyaminineli",https://i.ytimg.com/vi/cK57_pyetCY/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,48,"Triple Baka (LamazeP) | Conceptual 3D Art Film by Ilya Minin",https://www.youtube.com/watch?v=MK1-yavSP3k,MK1-yavSP3k,2025-07-30T13:00:06Z,04:36,535,"They said life's a bad ARG — and that evening, my friends and I became the punchline.

I made this animation because sometimes reality falters. A fog-stranded stroll, three strangers and an abandoned barn… those things aren’t “just an excuse.”

This cartoon is less about Teto, Miku, or Neru and more about how my brain translates cracks in existence. A 2008 track trickles through it all — Triple Baka — but here, the rhythm's warped and three idiots (me, them, whatever) caught in a loop labeled Tuesday.

No Answers.
I pour pieces of myself into each frame*
(Even the parts I’m scared to admit)
""…a barn, a meme, a code. Tuesday. Repeat.""

Original Song: Triple Baka by LamazeP. 
Visuals, 3D Animation, and Sound Design by Ilya Minin (Eli Lab).
Made in Blender 4.4.3 with eli_lab pipeline extension

00:00 Initialization / The Room
00:35 Digital Isolation (First retention spike)
01:28 The Round Window / Transition
01:46 Emerald Fog / High Intensity
04:00 Signal Decay / Credits

If you find yourself immersed, please like, comment, and share to support this creative journey.
Subscribe for more original multimedia art and experimental animations.

👇 Connect with me on social media for more insights and exclusive content:
Instagram: https://www.instagram.com/eli_lab_official/
Telegram: https://t.me/ilyaminineli

#digitalart #experimentalanimation #sounddesign #eli_lab #contemporaryart #audiovisualart #CGart #avantgarde",https://i.ytimg.com/vi/MK1-yavSP3k/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,49,"Kasane Teto - Tetopocalyspsis (Gallery Version)",https://www.youtube.com/watch?v=LqmzfxUYRPI,LqmzfxUYRPI,2025-05-23T06:37:33Z,08:28,160,"Tetopocalyspsis (Gallery Version)

#videoart #art #kasaneteto 
I will provide more information soon
00:00 - Start
00:52 - Marker 3
01:48 - Marker 4
03:05 - Marker 2
04:32 - Marker 1

Follow Eli:
Instagram: @magnetic_demon 
Telegram: @ilyaminineli",https://i.ytimg.com/vi/LqmzfxUYRPI/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,50,"The Last Day of Kasane Teto — Experimental Animation | Ilya Minin (Eli)",https://www.youtube.com/watch?v=qxnTJGDGPWc,qxnTJGDGPWc,2025-03-20T13:00:06Z,03:37,604,"The Last Day of Kasane Teto is an experimental animated short by Ilya Minin (Eli) exploring the fragile boundary between light and darkness.

Through Kasane Teto's final journey, the film turns an iconic virtual character into a vessel for questions about connection, isolation, inner demons, suffering and transformation.

Rather than presenting Teto simply as a character, the animation uses her image and mythology to explore what happens when someone reaches the edge of themselves — and whether darkness necessarily means the end.

The work was created as a deeply personal visual experiment, with each frame built around atmosphere, emotion and symbolic storytelling.

Credits
Animation / MV Direction: Ilya Minin (Eli)

Part of the ELI LAB digital art archive.

#KasaneTeto #ExperimentalAnimation #DigitalArt #IlyaMinin #VisualStorytelling",https://i.ytimg.com/vi/qxnTJGDGPWc/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,51,"DVAR - Pleiir (Unofficial Clip)",https://www.youtube.com/watch?v=fVjXju_4J5E,fVjXju_4J5E,2025-03-02T14:16:53Z,02:12,164,"#unofficialanimation #dvar #pleiir

As a huge fan of DVAR, I created this unofficial animation to depict their latest incredible song ""Pleiir.""
I tried to capture the energy and emotion of the track, bringing to life the feelings and stories that DVAR inspires in me.

I hope you enjoy watching it as much as I enjoyed making it!

Ilya Minin (Eli) - Animation, MV Director
Spalah - Scene Stage, Lightning

Follow Eli:
Instagram: @magnetic_demon 
Telegram: @ilyaminineli",https://i.ytimg.com/vi/fVjXju_4J5E/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,52,"Kasane Teto - Fukkireta | geztålt – 吹っ切れた",https://www.youtube.com/watch?v=yrhaxUmj_3A,yrhaxUmj_3A,2025-02-04T14:36:11Z,03:35,823,"geztålt – 吹っ切れた (Fukkireta)

In the realm of friendship, Kasane Teto is a curious case. 
She embodies both light and shadow, and as a Slavic muse, she challenges my understanding of connection, blending depth and distance.
Teto reflects my own contradictions; she sings of joy yet whispers of loneliness.

In her company, I explore the nuances of seeking solace in a digital friend, gently illustrating that even in pixels, authenticity remains a cherished value.

#officialmusicvideo #kasaneteto #japanese
🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥

Follow Eli:
Instagram: @magnetic_demon 
Telegram: @ilyaminineli",https://i.ytimg.com/vi/yrhaxUmj_3A/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,53,"geztålt – Pjesma pro Ljubov (Official Video)",https://www.youtube.com/watch?v=ckv0rXGN2L0,ckv0rXGN2L0,2025-02-02T14:07:26Z,02:23,187,"“Pjesma pro Ljubov” is an experimental music video by geztålt, built from mixed-media collage, cutting, Dada techniques, Gestalt associations, psychological imagery, and audiovisual chaos.

Love appears here as a delightful paradox: something deeply human that can feel simultaneously intimate and unreachable. Passion becomes routine, desire becomes uncertainty, and the ideal of love collides with everyday reality. Is it an evolutionary mechanism, a soulful connection, or simply a beautiful contradiction?

The video approaches these questions through fragmented images, visual associations, humour, repetition, and unexpected connections between images and sound.

Music from the geztålt project.

Project: geztålt
Title: Pjesma pro Ljubov
Medium: Experimental music video / mixed-media collage
Techniques: Collage, cut-up, Dada, Gestalt associations
Language: Medžuslovjansky / Interslavic
Genre: Experimental / Hyperpop

#geztålt #PjesmaProLjubov #Interslavic #Medžuslovjansky #ExperimentalMusic #VideoArt #CollageArt #Hyperpop",https://i.ytimg.com/vi/ckv0rXGN2L0/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,54,"my liminal music to transfer you there - backrooms themed songs",https://www.youtube.com/watch?v=hjlXcHSFisY,hjlXcHSFisY,2025-01-24T13:00:06Z,02:04:00,757,"This is a compilation of my tracks from various projects between 2017 and 2024.
The tracks and photos were selected by @Hozain2007.

00:00:00 - Ilya Minin (Eli) - Metaliminal OST
00:02:42 - Ilya Minin (Eli) - Taming The Serpent: Part 5: Ziggurat's Fall
00:09:58 - geztålt - Bad Carnal
00:13:10 - geztålt Margaj-Sergaj - (live 2024)
00:14:52 - Ilya Minin (Eli) - Kettleblalling the Potcallck
00:20:04 - geztålt - Intermedia
00:25:15 - Ilya Minin (Eli) - Efaosiyl
00:29:14 - elias adams - Darren
00:34:14 - elias adams - Span The King
00:39:15 - elias adams - KOLNING
00:45:19 - elias adams - Ray
00:49:25 - elias adams - Der Monologe Des Psychiaters
00:56:49 - elias adams - You Have Gone Too Far
00:59:30 - elias adams - Shark
01:04:56 - tanerlach - Inchrust
01:09:02 - geztålt - ᛕᚴᚹᛇᚻᚺᛇ ᚻᚣ ᚢᚣᛔᚖᛋᛕᛇ
01:10:06 - elias adams - Glycine
01:16:46 - elias adams - Unfearless Mix
01:26:30 - tanerlach - Seven
01:29:46 - elias adams - Debris III
01:33:09 - elias adams - fluite-friendly (live 2019)
01:37:54 - elias adams Her First Sex
01:43:33 - elias adams - Receiver
01:49:45 - elias adams - Difraction City
01:59:32 - elias adams - Idranath

thank you for watching",https://i.ytimg.com/vi/hjlXcHSFisY/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,55,"Taming the Serpent — Live at Winzavod, 2022 | Performance Art",https://www.youtube.com/watch?v=InpJyuAuIyM,InpJyuAuIyM,2024-12-30T13:00:06Z,07:12,79,"“Taming the Serpent” is a collaborative performance by Julia Baranyuk and Ilya Minin (Eli), recorded live on December 23, 2022, at the Winzavod Center for Contemporary Art in Moscow.

The performance explores the boundary between the physical and the digital through movement, interaction, and the architecture of Winzavod’s “underground world.” The space becomes part of the work itself, creating an environment where physical presence, digital perception, and performance gradually collide.

0:00 — The performance begins and the atmosphere of the “underworld”
1:29 — On the artist’s professionalism and composure
3:50 — Exploring the underground space
4:58 — The climax and interaction
6:49 — On working with artists and creative challenges

Authors: Julia Baranyuk, Ilya Minin (Eli)
Camera: Vasiliy Ivanov

#TamingTheSerpent #PerformanceArt #Winzavod #ContemporaryArt #IlyaMinin #JuliaBaranyuk #PerformanceArt2022",https://i.ytimg.com/vi/InpJyuAuIyM/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,56,"Kasane Teto - Dymohod | geztålt (Official Video)",https://www.youtube.com/watch?v=2fLbsIePb-U,2fLbsIePb-U,2024-12-20T14:44:26Z,02:29,471,"The story revolves around Kasane Teto, surrounded by her beloved friends who have come to support her on the set.

Credits:
Kasane Teto - Vox
Kagarime Rin  - Drums
Megurine Luka - Flute
Hatsune Miku - Cameo

#officialmusicvideo #vocaloids #geztaltlab
🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥

The contrast between the carefree life of the capital's residents, who are busy with overpriced shopping, and the harsh reality of the heroine, who has to clean the chimney tomorrow, emphasizes the main idea: life is not always easy, but with friends around, all difficulties are surmountable.  
""Dymohod"" is not just a music video, but a statement about friendship, loyalty and the importance of appreciating loved ones, especially in difficult moments. 

Lyrics:
People live in major cities,
They meet. They buy something from each other at speculative prices.
Tomorrow you clean the chimney.

Subscribe to our channel for more music videos and hit the notification bell to stay updated on all the latest releases!

Follow Eli:
Instagram: @magnetic_demon 
Facebook: Ilya Minin (Eli)",https://i.ytimg.com/vi/2fLbsIePb-U/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,57,"Kasane Teto - Mudak | geztålt (Official Video)",https://www.youtube.com/watch?v=zEs_ET6rTkk,zEs_ET6rTkk,2024-12-16T13:52:41Z,03:26,"1,885","Mudak (Kasane Teto Cover)

#kasaneteto #clip #hyperpop 
🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥

Lyrics:
Говорят в художественной среде любят курить. 
Это правда. 
Потому что ты мудак!
Но как же тогда быть? 
Потому что ты мудак! 
И жизнь, и искусство – это не что иное, 
Как проявления одного и того же вселенского 
Заговора. 
А я думаю, неправда. 
Потому что ты мудак!

Это, скорее, похоже на пыльный шелк судьбы,
Вокруг столько пыли и мольбы. 
Но для меня это представление говорит 
О художественном кризисе
О духовном кризисе!
На самом деле всё гораздо проще:
Потому что ты мудак!
А!

Туууу тутутутуту туту
Ту тутур туту туту
Ту, ту турутурутурутуру
Туууу!
Йеах!

Я хочу сказать, 
Что дело не в том, что ты мудак, а в том, 
Что ты чего-то 
По этому поводу не знаешь. 
Потому что ты мудак!

Хотя на самом деле - всё наоборот;
Есть люди, которые
Не мудаки.
Они как раз знают, кто они на самом деле. 

Они так выросли,
Что могли спокойно смотреть в лицо и Богу и Дьяволу, а ты даже этого не можешь. 
Потому что ты мудак!
Потому что ты мудак!
Ууууу!

Татата татата рата тата там
Рататата тата рата тата там
Рататата тата рата тата там
Ух!
Потому что ты мудак!

А ты веришь, что ты умён,
Считаешь себя гением —
Только я в это не верю. 
Потому что ты мудак!

В моём мире умных людей нет. 
В моем мире дураки всегда безумны. 
Это называется равновесие, равновесие, равновесие!

Только жизнь уже будет другая
И судьба — тоже,
Потому что ты мудак!

Если ты похож на Бога или Дьявола,
Ты на самом деле Бог и
Дьявол!
Ох!

И это единственный выход — не выбирать,
Понимаешь,
Потому что ты —
Мудак!

Follow Eli:
Instagram: @magnetic_demon 
Facebook: Ilya Minin (Eli)",https://i.ytimg.com/vi/zEs_ET6rTkk/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,58,"Serval Man – Ilya Minin (Eli), servaldays (Official Reel)",https://www.youtube.com/watch?v=ypP4UKUWvpw,ypP4UKUWvpw,2024-11-25T11:56:18Z,00:53,413,"#officialmusicvideo #serval #geztalt
🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥

Leptailurus serval is a wild cat native to  ̶R̶u̶s̶s̶i̶a̶  Africa. Across its range, it occurs in protected areas, and hunting it is either prohibited or regulated in range countries.

Starring: Serval Sirius
Editing: Eli

Follow Eli:
Instagram: @magnetic_demon

Follow servaldays:
Instagram: @servaldays",https://i.ytimg.com/vi/ypP4UKUWvpw/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,59,"Showreel 2024 - Ilya Minin (Eli)",https://www.youtube.com/watch?v=kUCLW8sF78U,kUCLW8sF78U,2024-11-11T12:31:06Z,05:58,682,"Zdravej!
My name is Minin Ilya (Eli). 
Being an artist, I represent contemporary art through the computer. 
My vision is a mixture of bold solutions and experiments.

I create under the brand “eli_lab”, where I realize deep dark fantasies in CG and animation.

What I usually do:
 🔻Designing CG and animations with an original style
 🔻Integration of modern trends and ideas into projects
 🔻Contemporary Art, exhibition programs
 🔻Experiments and non-standard approaches

What I have to brag about:
 🔺Training at the Rodchenko School, where I learned how to turn ethics into aesthetics and inspiration into a commodity
 🔺Experience in teaching and collaborations in computer-aided design, animation, and CG
 🔺Performances, exhibitions, interesting realized projects
 🔺Have a sense of taste and musical ear

A little bit about working style:
We together outline the key points of the project, agree on deadlines and payment terms.
For comfortable work, I show intermediate results and discuss the realization together with the customer.

🔻Personal website - https://eliasadams.github.io/eli_lab.

I will be glad to interesting projects!
#CG #Animation #Art",https://i.ytimg.com/vi/kUCLW8sF78U/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,60,"Bogorodskoye (2022) — Experimental Short Film | Ilya Minin (Eli), Julia Baranyuk",https://www.youtube.com/watch?v=_KpvIF-fgs8,_KpvIF-fgs8,2024-10-03T00:48:33Z,20:22,40,"Bogorodskoye (2022) is an experimental short film and comedy video series by Ilya Minin (Eli) and Yulia Baranyuk, inspired by the local history, theater, music, dancing, and fairground traditions of Bogorodskoye.

Set against the cultural world of late-19th-century Bogorodskoye, the project explores a place remembered through carnival, absurdity, performance, and chaotic everyday life. The series is based on local-history essays and articles collected in Bogorodskoye. Pages of History: A Collection of Local-History Essays and Articles by T. Z. Biryukova and A. V. Bugrov.

The film was created in 2022 as a contemporary artistic interpretation of Bogorodskoye's local history, combining comedy, performance, video art, and historical reconstruction.

Credits
Script & Production: Yulia Baranyuk, Ilya Minin (Eli)
Director of Photography: Hose
Editing & Sound: Ilya Minin (Eli)

Cast
Yulia Baranyuk
Ilya Minin
Anna Malakhova
Olga Romanova
Mel
Vasily Ivanov
Vladimir Pilikhovski
Sergey Bratkov
Oleg Ustinov

Year: 2022
Medium: Experimental film / video art / comedy series
Project: Bogorodskoye

#Bogorodskoye #ExperimentalFilm #IlyaMinin",https://i.ytimg.com/vi/_KpvIF-fgs8/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,61,"VIA ""Spravžni Čoloviki"" – Velikij Illja Minin (Official Video)",https://www.youtube.com/watch?v=QQ9Saxm5gEw,QQ9Saxm5gEw,2024-09-12T12:15:42Z,03:34,265,"Directed by:  @fugerol  

(Kuplet 1)
Talant, ščo rozkvitaě, nače ranok,
Ilja Minin - zirka naša v nebesah.
Mistectvo j stil - v jogo duši živut,
I kožen akord tut dušu rozgojduě.

(Prispiv)
Ilja Minin, jak molodij vognik,
Vin spivaě tak, nače vičnij vesnjanij liven.
Muzika jogo - ce magija j vogon,
Jogo golos - najkraščij dar doli.

(Kuplet 2)
Po dorozi do uspihu vin jšov,
I pristrasno preponi vin lamav.
Sercja miljoniv vin zavojuvav,
Talantom j siloju vin vražav.

(Prispiv)
Ilja Minin, jak molodij vognik,
Vin spivaě tak, nače vičnij vesnjanij liven.
Muzika jogo - ce magija j vogon,
Jogo golos - najkraščij dar doli.

(Mist)
Vin nadihaě na mriji j tvorčist,
I jogo slova dolonki nižno obijmajut.
Kožen zvuk, kožne slovo jogo pisen
Nesut energiju ta vidkritist.

(Prispiv)
Ilja Minin, jak molodij vognik,
Vin spivaě tak, nače vičnij vesnjanij liven.
Muzika jogo - ce magija j vogon,
Jogo golos - najkraščij dar doli.

(Mist)
Ilja Minin - artist velikij,
Jogo muzika v sercjah zvučit doti.
Haj jogo pisni kak Laduzika!
Ilja Minin - artist velikij,
Jogo muzika...

(Koncovka)
Jogo-go golos - najkraščij dar doli.
Voni spivě... vesnjanij liven. 
Muzika jogo - ce magija j vogon,
Jogo golos - najkraščij dar doli...

Follow Eli:
Instagram: @magnetic_demon 
Facebook: Ilya Minin (Eli)

#officialmusicvideo #medžuslovjansky #fugerol",https://i.ytimg.com/vi/QQ9Saxm5gEw/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,62,"DVAR – Ko Ki Ki (Dancing Video)",https://www.youtube.com/watch?v=N0LQomFjYAY,N0LQomFjYAY,2024-07-18T13:00:07Z,01:41,153,"DVAR – Ko Ki Ki (Dancing Video)

Subscribe to our channel for more music videos and hit the notification bell to stay updated on all the latest releases.

#fantasymusic #ilyaminin #contemporaryart 
🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥

Track by DVAR

Follow Eli:
Instagram: @magnetic_demon 
Facebook: Ilya Minin (Eli)",https://i.ytimg.com/vi/N0LQomFjYAY/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,63,"Мужская депрессия — Ilya Minin & sasha e b | Video Art",https://www.youtube.com/watch?v=RgT3XGULiKA,RgT3XGULiKA,2024-07-07T13:00:06Z,03:21,307,"«Мужская депрессия» (2022) is a video art work by Ilya Minin (Eli) and sasha e b about depression, emotional isolation, and the loss of connection with the world.

The work uses the contrast between colour and black-and-white imagery as a visual metaphor for an inner struggle: between emotional intensity and emptiness, the desire to live and despair, self-expression and the loss of self.

Rather than presenting depression as something visible from the outside, the video focuses on the internal experience of a world becoming flat, monochrome, and stripped of depth. It also addresses the social invisibility of men's depression and the difficulty of recognizing and expressing emotional suffering.

A restored digital artwork from the eli_lab archive.

Artists: Ilya Minin (Eli), sasha e b
Audio: sasha e b
Video: Ilya Minin (Eli)
Medium: Video art
Year: 2022

#МужскаяДепрессия #VideoArt #IlyaMinin #SashaEB #ExperimentalArt #DigitalArt #eli_lab",https://i.ytimg.com/vi/RgT3XGULiKA/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,64,"Geztålt – Minin-Serval (Official Reel)",https://www.youtube.com/watch?v=ivePQpesR0w,ivePQpesR0w,2024-06-24T20:03:33Z,01:32,231,"Geztålt – Minin-Serval (Official Reel)

Subscribe to our channel for more music videos and hit the notification bell to stay updated on all the latest releases.

#officialmusicvideo #serval #hardstyle
🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥

Lyrics:
Илья был просто парнем
В городе больших машин
Но случилось что-то странное -
Он изменился в миг один

Илья стал сервалом
Илья стал сервалом
Минин Сервал
Минин Сервал
ААААААААА!!!

Follow Eli:
Instagram: @magnetic_demon 
Facebook: Ilya Minin (Eli)",https://i.ytimg.com/vi/ivePQpesR0w/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,65,"Greater Than Lesser (Videoart)",https://www.youtube.com/watch?v=UuNT2WaKdqg,UuNT2WaKdqg,2024-05-21T19:19:43Z,01:14,147,"Greater Than Lesser is an experimental video art piece that explores the fine line between perception and feeling. Based on the idea that “to see less is to love less,” the work immerses the viewer in a meditative visual space.

In this video, Ilya Minin (Eli) uses minimalist imagery and metaphors to raise questions about the depth of human relationships and how our vision shapes our hearts.

eli_lab 2023

Follow Eli:
Instagram: @magnetic_demon 
Facebook: Ilya Minin (Eli)",https://i.ytimg.com/vi/UuNT2WaKdqg/hqdefault.jpg,available
